N,avg,std
256,15966.732733150178,100.15329949161192
500,17845.392544461673,166.40750836873752
864,68290.56618345492,4.8361866780550855
1372,19835.857949724435,25.31059760962827
2048,20920.49557484697,41.967668299531525
