N,avg,std
256,43520.0,0.0
500,45363.63636363636,0.0
864,62136.0,0.0
1372,69667.11111111111,0.0
2048,75536.14414414414,0.0
2916,82126.95652173914,0.0
4000,83748.69109947643,0.0
