N,avg,std
256,32640.0,0.0
500,35642.857142857145,0.0
864,45189.818181818184,0.0
1372,50838.16216216216,0.0
2048,56652.10810810811,0.0
2916,58824.49826989619,0.0
4000,62120.388349514564,0.0
