N,avg,std
256,130560.0,0.0
500,207916.6666666667,41583.33333333333
864,335534.4,37281.600000000006
1372,359102.2909090909,17100.1090909091
2048,419225.6,0.0
2916,447375.7894736842,0.0
4000,477492.53731343284,0.0
