N,avg,std
256,130560.0,0.0
500,166333.33333333334,0.0
864,176052.0,10356.0
1372,209001.33333333334,0.0
2048,239557.48571428572,0.0
2916,246380.86956521738,0.0
4000,261198.34710743802,3198.3471074380213
