N,avg,std
256,17117.721439547895,14.729359113529426
500,20289.90341508076,16.9523014944607
864,24934.755617556075,1.0364702045171725
1372,22369.82167387892,256.8425406391598
2048,23934.09699008839,67.97049686716491
