N,avg,std
256,43099.12638688478,27.786180699215038
500,60096.24395139198,763.2184997832373
864,75514.52377182842,37.340367107281054
1372,84830.28690791232,29.88823587536899
2048,87722.49249980898,408.695712927125
2916,98501.06947768352,49.046830987186695
4000,98358.92815979387,54.338184760264994
