N,avg,std
256,138263.1203441649,1000.8796558351169
500,227809.19685625692,101.50599477351352
864,270418.87329730997,239.44504143614904
1372,270756.1522090278,342.5341453408182
2048,305271.5396382771,488.4309778835159
2916,370878.616799372,331.85615952592343
4000,367556.214187733,4655.115286634129
