N,avg,std
256,63845.95598267317,0.0
500,82388.91530617636,0.0
864,103627.47299908607,0.0
1372,118430.66580401507,0.0
2048,116796.90128213826,0.0
2916,134609.8699652066,0.0
4000,130544.20849506398,0.0
