N,avg,std
256,59226.99788559317,8431.608065213382
500,76404.64685342694,456.95974206906976
864,72222.88833693028,300.58886671713844
1372,77078.17253376314,289.9302940003472
2048,60227.46329097369,20459.518226503707
2916,87955.17621555684,261.3006301943824
4000,88497.19238703378,140.5702123121664
