N,avg,std
256,43015.91087904543,0.0
500,60794.28772486577,0.0
864,74236.9656544316,0.0
1372,85405.7683441657,0.0
2048,85617.67295735692,0.0
2916,98652.87768199824,0.0
4000,97644.73345749972,0.0
